env,envId,sender_name,sender_prefix,cert_domain,receiver_destid,receiver_name,use_type,validUntil
onboarding,3,Washington,wa,izgateway2.stchealthops.com,oh,Ohio,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,tn,Tennessee,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,in,Indiana,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,dc,District of Columbia,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,az,Arizona,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,ms,Mississippi,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,sd,South Dakota,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,co,Colorado,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,nv,Nevada,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,nm,New Mexico,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,ut,Utah,PUBLIC_HEALTH,2026-10-09
onboarding,3,Washington,wa,izgateway2.stchealthops.com,va_s,Virginia (IIS),PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,wa,Washington,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,wy,Wyoming,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,in,Indiana,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,la,Louisiana,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,oh,Ohio,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,tn,Tennessee,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,dc,District of Columbia,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,pr,Puerto Rico,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,ak,Alaska,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,az,Arizona,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,ms,Mississippi,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,sd,South Dakota,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,va_s,Virginia (IIS),PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,ky,Kentucky,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,nj,New Jersey,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,nyc,New York City - New York State,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,pa,Pennsylvania,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,ph,Pennsylvania - Philadelphia,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,vi,Virgin Islands U.S.,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wisconsin,wi,training.dhswir.org,nj,New Jersey,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wisconsin,wi,training.dhswir.org,pr,Puerto Rico,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wisconsin,wi,training.dhswir.org,md,Maryland,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wisconsin,wi,training.dhswir.org,az,Arizona,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wisconsin,wi,training.dhswir.org,vi,Virgin Islands U.S.,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wisconsin,wi,training.dhswir.org,il,Illinois,PUBLIC_HEALTH,2026-12-12
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,wv,West Virginia,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,la,Louisiana,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,oh,Ohio,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,in,Indiana,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,wa,Washington,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,dc,District of Columbia,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,pr,Puerto Rico,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,ak,Alaska,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,az,Arizona,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,sd,South Dakota,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,ms,Mississippi,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,tn,Tennessee,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,co,Colorado,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,nv,Nevada,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,nm,New Mexico,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,ut,Utah,PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,va_s,Virginia (IIS),PUBLIC_HEALTH,2026-10-09
onboarding,3,Wyoming,wy,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Alaska,ak,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Utah,ut,usiisonboarding.utah.gov,dex,CDC,PUBLIC_HEALTH,2026-10-08
onboarding,3,New Jersey,nj,njiis-stage.doh.nj.gov,dex,CDC,PUBLIC_HEALTH,2027-08-25
onboarding,3,North Dakota,nd,test.ndiis.org,dex,CDC,PUBLIC_HEALTH,2027-07-28
onboarding,3,Missouri,mo,MO-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,South Dakota,sd,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Michigan,mi,integrationengine-preprod.mihin.org,dex,CDC,PUBLIC_HEALTH,2027-04-01
onboarding,3,Washington,wa,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,West Virginia,wv,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Puerto Rico,pr,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Mississippi,ms,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Tennessee,tn,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Ohio,oh,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Arizona,az,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Louisiana,la,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Indiana,in,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,District of Columbia,dc,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Virginia,va,izgateway2.stchealthops.com,dex,CDC,PUBLIC_HEALTH,2026-10-09
onboarding,3,Illinois,il,icarehl7test.dph.illinois.gov,dex,CDC,PUBLIC_HEALTH,2027-04-14
onboarding,3,Florida,fl,flshotsizgatewaydev.flshots.com,dex,CDC,PUBLIC_HEALTH,2026-12-02
onboarding,3,Alabama,al,test-izgateway.adph.state.al.us,dex,CDC,PUBLIC_HEALTH,2027-04-08
onboarding,3,New York City - New York State,nyc,izg-onboarding.immunize.nyc,dex,CDC,PUBLIC_HEALTH,2027-03-03
onboarding,3,Rhode Island,ri,cdc-izg-onboarding-client-certificate.kidsnet.health.ri.gov,dex,CDC,PUBLIC_HEALTH,2027-08-07
onboarding,3,Pennsylvania,pa,PA-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-06-16
onboarding,3,Kentucky,ky,KY-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Kansas,ks,KS-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Connecticut,ct,CT-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Arkansas,ar,AR-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Delaware,de,DE-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Colorado,co,CO-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Pennsylvania - Philadelphia,ph,Philly-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Oklahoma,ok,OK-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Nevada,nv,NV-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,New Mexico,nm,NM-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Marshall Islands - PI,mh,RMI-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Palau - PI,pw,Palau-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,N. Mariana Islands - PI,mp,CNMI-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Micronesia - PI,fm,FSM-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Guam - PI,gu,Guam-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,American Samoa - PI,as,AS-test.izgateway.envisiontechnology.com,dex,CDC,PUBLIC_HEALTH,2027-05-25
onboarding,3,Oregon,or,soa-test.alertiis.org,dex,CDC,PUBLIC_HEALTH,2026-11-21
onboarding,3,Wisconsin,wi,training.dhswir.org,dex,CDC,PUBLIC_HEALTH,2026-12-12
onboarding,3,Maryland,md,immutest.health.maryland.gov,dex,CDC,PUBLIC_HEALTH,2027-02-15
onboarding,3,Texas,tx,uat-immtrac.dshs.state.tx.us,dex,CDC,PUBLIC_HEALTH,2027-05-08
onboarding,3,Puerto Rico,pr,izgateway2.stchealthops.com,ny_qbp,New York State (QBP),PUBLIC_HEALTH,2026-10-09
